business_id,name,latitude,longitude,business_stars,review_count,is_open
hKameFsaXh9g8WQbv593UA,Aquafinz,28.1900210385,-82.5404296573,3.5,86,0
A2q7d-CBM2-81tVkmS4JMw,The Buffet,39.5287886,-119.8143539,3.5,594,0
oBhJuukGRqPVvYBfTkhuZA,Square 1682,39.9508011,-75.1686108,3.5,385,1
eaJCpC6IhYphj7bwCDHTwQ,Three Brothers Coffee,36.1448084,-86.8122664,4.5,249,1
W4ZEKkva9HpAdZG88juwyQ,Mr. B's Bistro,29.954386799999998,-90.0683629,4.0,2064,1
jNL5KUPz2-tHUJM__ysSaw,El Chicanito Mexican Restaurant,28.2976303,-82.7068325,4.0,10,0
EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,39.9514165949,-75.1737677917,4.0,1553,1
SSZDGl2J-CEyIzuIbEiYNQ,Caleco's Bar & Grill,38.62644,-90.1897829,3.0,532,0
oJ4ik-4PZe6gexxW-tSmsw,Broad Ripple Brewpub,39.8735797809,-86.142783297,3.5,378,1
6LCZLGa09Qifn6rG7-DNrg,Erawan Thai Cuisine,39.953793,-75.155832,3.5,180,0
SIoCIxjn4jLt2O-4DajWJw,Mac's Tavern,39.949794,-75.144739,3.5,446,1
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,34.4087147,-119.6850187,4.0,2404,1
O8BBn8lry8lLoIFmChceGg,Just Pizza,39.7881543,-86.2116976,3.5,20,0
HTqXI5S2XcSlh_ylx9sE6g,Termini Bros Bakery,39.9530477103,-75.1590135265,4.0,263,1
WCVFqK84i2H5EClSoow7ZA,Itty-Bitty,38.761132,-90.084759,4.5,33,0
PzhPMkaNYiKDTHoTG0r8rw,Pho Cam Ly,29.9211868,-90.0945189,4.5,178,0
Zi-F-YvyVOK0k5QD7lrLOg,Muriel's Jackson Square,29.9584576,-90.063188,4.0,1963,1
Wy8Hswf2cLQGRZN6armkag,Jack in the Box,34.4298966,-119.8687832057,1.5,86,1
5Ce3lZksYVkCbrihqylVHQ,Sushi Nara,32.222552,-110.788132,4.5,159,1
jLerIZFpe25jOUf722qzBA,Il Posto Italian Cafe,29.929404,-90.104967,4.0,120,0
3ZynJ94VpIdDlaArmEp2Rg,More Than Just Ice Cream,39.947791,-75.1603392,3.5,239,0
9gObo5ltOMo6UgsaXaHPWA,R2L,39.9516172612,-75.167190457,3.5,787,0
9OtFX3YzG5keaUMOWU1imA,Champions,36.1462072,-86.6930527,4.0,73,0
iD25g7vUG3asELjXtMGF9w,Taqueria del Sol,40.1561745,-75.140904,3.5,57,0
W7NxQw8UYFR0HLPrI08tvw,Chipotle Mexican Grill,32.250019,-110.8909246575,3.0,76,1
GyC36Pn0Q1-qHnqXys6yFg,Cracker Barrel Old Country Store,28.08118,-82.42504,3.5,108,1
D5V0Fawd6ODVgqCY8xngsw,Loews Philadelphia Hotel,39.9517461,-75.1602286,3.5,505,1
fGYnHzFr1z2kv7bPRW6VMA,Limoncello Ristorante & Caterers,39.9606394,-75.6032204,4.0,483,1
EBn3U4mpnIRLIy2lKuilRQ,Logan's Roadhouse,36.1119137436,-86.766502,2.0,120,1
FHNIvNgh3fS7VZQq2Y3dsA,Cheu Noodle Bar,39.9467949,-75.1577025,4.0,818,0
D4DZztR7vkbiED6txGUYFg,Red Kings 2 Restaurant,39.9553515,-75.1562283,3.5,68,0
jOOOrH5n2ijnsZKxzPSAiw,Chick-fil-A,36.14023653,-86.87969636,3.5,112,1
UEgiQRvpAeaq-QyEvm7Ysw,Slimms Pizza and Salads,39.9282603,-86.0256889,4.5,75,0
1QVB0_-piu0GXes87BXeGw,Daddy Dawgs Hot Dogs & Ice Cream,28.0233909196,-82.7082316316,4.5,84,1
uaipZDBSvzDzUUlazpyGCg,Minato Noodles,39.46424193,-119.7834188864,4.0,87,0
xR3inMR2KceU3b9dhkz_tw,Lascelles Granite City,38.7013281,-90.1494623,4.0,48,0
nYRFGR2C-OOhRvO8rvI4qw,Mrs Marty's Deli,39.959999486,-75.3536066,3.0,79,1
pSmOH4a3HNNpYM82J5ycLA,The Pancake Pantry,36.1369852,-86.8005383,4.0,2063,1
-ikBycdroyTLDBHR9aC3HA,Sukho Thai,36.2211712,-86.6946066,3.5,116,0
29YqJwOGEuAWqlHZxMc1OA,Paradise Cafe,34.4200355,-119.6968511,3.5,290,0
hAmuto6UndVroyd_DaD-TA,Lobster Haven,28.0300603,-82.6384793,4.0,441,1
WaRZsQEcEHwRk0T2dJ-cuA,La Casita,29.9458122,-90.0712732,4.0,202,0
eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,39.9114175,-75.1745111,3.5,590,1
eUO4QA6nL2XdCeWuD7tkww,Room 901,27.7705207676,-82.6470636204,4.0,59,0
pym7c6ZFEtmoH16xN2ApBg,Katie's Restaurant & Bar,29.9730943,-90.0959144,4.5,1289,1
s3FRhtaNU8dt-mKkLKUQaQ,RuSan's Sushi and Seafood,36.1518970081,-86.7848066755,3.0,206,0
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,34.4151137,-119.6944966,4.0,659,1
a1u9Bxrq_fZxl2pgqQUcJA,The Governor,29.9544553,-90.0667755,4.5,330,0
7L1kXfwU5XM6f6Jxo_L7Yg,Casa Molina Del Norte,32.2614029,-110.9440973,3.0,116,1
tJCnUtGdyPyOGt5kudLrTA,Wise Guys Pizza & Steaks,39.95703,-75.203031,3.5,22,0
bjhCtlYHrkgA5Ku8l-rB3g,Our Daily Bread,34.435812,-119.725001,3.5,106,0
hy5GpGXAna-5qrb3zNub6g,On The Border Mexican Grill & Cantina,39.9235950202,-74.9518829779,3.0,168,1
yQhu3LbnB2gQgrquHZ_S6Q,Saladworks,40.2340046,-74.9414872286,3.0,42,0
iVegX9epKU8R0eRAEwQ6Yg,Burritos Grill Mexican Fresh Cuisine,30.0387300722,-89.9769829586,4.5,75,1
P10BsKUeoeCeVoK4BS2u0w,Trust Me BBQ,27.8652573,-82.3260903,4.0,29,0
kPG6r0h73sPgXBei0MyzYg,Numchok Wilai,53.5500993,-113.5357209,4.5,86,1
mQvRi0nm84Www71d4qOheQ,Ekta Indian Cuisine,40.0238364666,-75.3226478981,4.0,193,1
v5ktgWMAARaczTMh2rAJKg,San Jose Mexican Restaurant,28.1893346665,-82.5410481178,3.0,155,1
HrIbP2-jdRJAU92yqyDmyw,Genoa Pizza and Grill,39.911312,-75.300349,4.0,24,1
WM3q-7scdPUei6fu4SJFYw,Nick's Old Original Roast Beef,39.9241063,-75.339692,4.0,143,1
WLiqfxv_GhFFA5sm878a2w,Wei Asian Cafe,32.1903953,-110.7915138,4.0,109,1
mLNSOU8Ki0Fm09xd6ZKkcA,Timpano Hyde Park,27.9370426822,-82.4760082753,3.5,380,1
QvjY9esYNRMe_5kvT6TC5g,Chaat and Chai,39.9245858,-75.1726715,4.0,50,0
3YERGr7UbpSpddqL0Eiu5g,Mariscos Chihuahua,32.3370125,-111.0542141,4.0,73,1
wa_bwyY57etHjtJ2Fw0E3g,Pita Jungle,32.2208987,-110.8789015,3.5,464,0
NdqATFd0JsFzEOD8Z8pa5w,Henry's Pub & Grill,39.994005,-86.128975,3.5,76,0
Y2rYM2crYfTC25y6iquPgw,Landmark Americana,40.0463957794,-75.4056382389,3.0,76,0
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,36.2115923083,-86.6943191727,3.0,1639,1
W0vdz23JQtVQX5vJkiCj3g,Cask And Ale,27.7714260256,-82.6368627591,4.0,118,0
M0r9lUn2gLFYgIwIfG8-bQ,Baileys' Range,38.6288639,-90.1945424,3.5,1567,1
FnEkr6LzjuGsg93Z7fkl7Q,Misconduct Tavern,39.954395,-75.169849,3.0,131,1
8uF-bhJFgT4Tn6DTb27viA,District Donuts Sliders Brew,29.9294259,-90.0770687,4.5,2062,1
EDjEVzmoQVHzboFqC-M6Ew,Local Taco,36.1408887,-86.8403587,3.0,308,0
kgeiJzWSiXPnf-3wx7LHIQ,Panera Bread,43.6361060294,-116.3547924344,3.0,81,1
p3XlbP2aZa-NBRqJ4p3KLw,Seafood Time,32.2641365,-110.9449355,4.0,27,0
h8iDZcXLDicI_Wg8fwl-ig,Ybor City Food Tours,27.960471175,-82.441660943,4.5,15,1
7sKfrJmjG6unAQeWdQUe2w,Franzone's Pizzeria & Restaurant,40.026465,-75.2244958,3.5,110,1
Mha77MN_BYGB-w7DONZ5YA,Cuenelli's Peruvian Restaurant,27.9966052,-82.5243863,4.0,249,1
9OG5YkX1g2GReZM0AskizA,Romano's Macaroni Grill,39.4761165,-119.7893392,2.5,339,1
dUctvEfHQccW_uxtRup2QQ,Tsunami Japanese Steakhouse,27.7899621,-82.7262212,3.0,212,1
5ezrDoezdUlJpUa5Jg6dUQ,In the Valley,39.929453,-75.1636243,4.0,73,1
_uyLoz0BbrQIVmUEm_td1Q,Jimmy The Greek's,38.8879587,-90.1582947,3.0,33,0
qdpdUjdkEUpzYDdce2yZng,Plaza Deli,34.436708,-119.748708,4.0,188,1
WKMJwqnfZKsAae75RMP6jA,Roast Coffeehouse and Wine Bar,53.5460453,-113.4991693,4.0,40,0
ehnMcJZlx29XMroxMd3-mQ,Spice-n-Grill,38.6630131,-90.3113611,4.5,157,0
fgTOJRkc703E4XRdcr5zRA,Chatime - Bubble Tea Cafe,32.2641365,-110.9449355,3.5,182,1
0Kn5W22UmxOqPj2cjouFNA,Silver Mine Subs,32.2313560123,-110.9577776781,3.0,36,0
-ATiAtTikuGuqvaW2O6tNA,Marathon,39.9504833638,-75.1673305865,3.5,593,1
W2mcChlYqeVirWSWSLgoDA,Happy Wok,39.802295,-75.170298,2.5,10,1
kKPJLiHIr9Gd9sYs3GhxDQ,Brick & Mortar,27.7713489,-82.6410526,4.5,421,1
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,39.940221217,-75.1557966694,4.5,49,1
cBp1fn2LXpSHe4VbTXLYEw,Bab Café - Reno,39.5281099,-119.8169346,4.5,470,1
wzE61ThXOdrSegvwSOzf5w,Biscuit Love: Hillsboro Village,36.1367494339,-86.7997314667,4.0,578,1
VRGYwKE_Z77frm5NwLvJhw,Burger Republic,36.1524355,-86.7835814,4.0,721,1
68ThEdiK0eWCEgGEmV9Tng,Southgate,39.9455687,-75.1717901,4.0,323,1
_ReMedGR8eDM5AgdRK0jCw,Shorty's Breakfast & Gourmet Deli,27.9519833,-82.829696,4.5,68,1
SlLfWzeYOrVBxCd-0QILZQ,The Boiling House,39.8996609,-74.9532997,4.0,238,1
eS4billU3Yd9hoVUFfZFbA,Skyline Chili,28.0338251,-82.7391913,4.0,81,0
oLc7k78_YcDMnMCdbC-h1A,Lucy's Retired Surfers Bar & Restaurant,29.9464139,-90.0675418,3.5,514,1
Jx2AoB_IQOUrZ3s6fdAUSA,Sips Specialty Coffee House,28.0632446,-82.5503918,4.5,219,1
gZqFuqTjtN4Bfh-_fO315w,Tandoor & Tikka,39.780457,-86.172077,4.0,157,1
tQYOAfl33tmP4oWpfyRr6g,El Sabor Poblano,39.9358187,-75.1686973,3.5,56,0
b2IDM2SC0HkcflLl_nSTrA,Danny Boy Beer Works,39.971541,-86.197146,3.5,187,1
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,39.8773236045,-75.2436721818,2.5,172,1
q72up2Av5yNNVPk7vdKg9w,The Egg & I,39.95551,-86.1176451,3.0,133,0
k6XrnjX2TBM_nDzD_XA9NQ,Terrace Lounge,39.4972231,-119.8010219,3.5,84,1
LktIfbmd3k0kDiWibGw7DQ,Stacked Pickle - 96th Street,39.9254897722,-86.0890453372,3.0,67,0
EbTJAD4R68mbRLapvF0skA,The Live Juke Joint Dueling Piano Bar,38.6124086,-90.3196308,3.5,17,0
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,39.9567105161,-75.1971027811,4.0,783,1
lwdkX7KcibM4mDqpDfK7JA,Kalamatas - Green Hills,36.108847,-86.8114334,3.5,153,1
fa6InRseC0Uxnt5d90E3LQ,Trophy Fish,27.7708598,-82.6614776,4.0,167,1
MVmJuns9ZD9QLGltc0Am8g,Triple R's Smokehouse,38.4935850144,-89.8207885399,4.5,8,0
yN6jZyG1G1FG_HCZQlJZ1g,City Barbeque,39.979376,-86.001692,4.0,188,1
Q1HHAb4FzrzfnnrRyA8fgg,Cheeseburger in Paradise,39.664583,-86.089236,3.0,103,0
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,40.0520643,-75.1273939,4.5,351,1
AY1SyySRyTnBwBdf7qfGxQ,Citi Market place,39.9489105,-75.1630155,4.5,86,0
DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,39.9492805,-75.1489288,3.5,618,1
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,27.9803985924,-82.5377866183,4.5,39,1
o3RGMdSY37_PX1k1vZsXpA,Cafe Ponte,27.8948541,-82.7137001,4.5,541,0
ZnAr0AxYpEYK1ZHNc4fk7g,Tako Japanese Restaurant,40.111359,-74.936016,4.0,181,1
WmzwJXyBdqsZCZ254XDrtQ,Sharky's Beach Bar,27.9708364,-82.8295894558,3.5,63,0
WW8WN8J89M3U4z1xP4MhnA,Bob Evans,39.9265503193,-86.0354844434,2.5,44,0
aJvxWyQIG5OLfBw3qAe8xA,Starbucks,36.085948,-86.6474926,3.0,65,1
YUUMXtU66B4rxwJohSQm7A,Tucson Cookie,32.2281415,-110.9348592,4.0,11,0
mUIBtlWNPD7sz3rGGWQ1RA,Kanella,39.9463322,-75.1579478,4.5,579,0
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,39.9412993,-75.1477446,3.0,178,0
yDiWYpuzRxcTgSi_O4JZpQ,Masala Kitchen,39.666674,-75.6003719,4.5,79,1
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,29.8753202,-90.045817,1.5,14,0
SwWfW3vBn5QkDE7T3urGAg,Persis Biryani Indian Grill,36.162142,-86.516006,4.5,246,1
_v3DcLatG70adfYzWTd-CQ,Pacific Health Foods,34.398436,-119.5187939,4.5,97,1
SuQgcpL-aZeuyRjBdA0pHw,Samurai Japanese Restaurant,40.0255409855,-75.3262319244,3.5,69,0
8-j10_I745ITrczbkfD-Pw,Desi Village Indian Cuisine,40.0841953351,-75.3873682022,3.0,148,0
i-tDq8zC7ZmSqSbg_7oddA,LA Smokehouse,29.962067,-90.117703,4.0,79,0
JcP1z6eZBgTIcxWlyxSw0g,Iris,29.9536503,-90.0650564,4.0,67,0
o2ETM4XZXENkzuAaYT2GIg,Sen Thai Asian Bistro,38.631047559,-90.1941606669,4.0,181,1
6kPHr6gZaU9732ptn9gJrA,La Guerrerita Mexican Food,34.4359054,-119.8230676,4.0,128,1
NK9wtI7bMlO3WBjYzhpFAQ,Fleur de Lilly Rivertown Cafe Restaurant & Bar,29.9741624,-90.2466584,4.0,17,0
JhrvtLpCEQcYrZLbb6CZGw,Frist Art Museum Cafe,36.157609,-86.7838239,4.0,16,0
o1bd3WLl4McflqjDTJTdHQ,Phat Bites,36.1690161014,-86.6655348482,3.5,364,1
UCMSWPqzXjd7QHq7v8PJjQ,Prep & Pastry,32.25552801,-110.94349236,4.5,2126,1
kJpoduG3wdA35WzOF_T1Aw,Mexico Lindo,27.838651,-82.7173312,4.5,54,1
oEbpO3vmcrGDW2mtb_s8cQ,St. Louis Union Station Marriott,38.6295275995,-90.2084375636,3.5,41,0
RhuYqAT45uIR2NNdDsolXQ,St Mary's Mexican Food,32.2299895,-110.9875711,4.0,207,1
r2cjbHG_WGWUkaPCbLpo-A,Philly Fusion & Grill Chicken Bowl,39.962004,-75.1722752,4.0,20,0
SoJwDKedR7SJh7-G69C38A,Hong Kong Sunny,40.3639078093,-74.9660219123,3.0,18,0
1_nd9Hcswx4K4FmZZQPMVw,Rosemary's Grill,40.17642,-74.9361,3.5,19,0
l4aS1QVy_bGnwUXSJzpbsw,Big Apple Pizza & Subs,39.556883,-119.732753,4.0,15,0
qLrTiIPDlnNX6FYTs29rmg,Buddy's Grill,32.250943,-110.890264,3.5,14,0
HCqmx4ENAZ76SAjoalj-MQ,Puckett's Grocery & Restaurant,35.9237549,-86.8700112,4.0,850,1
ziFtaIQdzQfFL79iLTq_zQ,Zac's Hamburgers,39.89378,-75.3197179,4.0,48,1
kGMDSF0YpNwJ-c2BN5yBpw,Dantes Ristorante Pizzeria,40.143615,-75.324635,4.0,23,0
eJYvM2Zy5BloOYGldWmAVw,Chateau Cafe,30.0202243,-90.1114674,3.0,66,1
OlOVRlcEstxKK_6hMjy63A,Hollywood Grill,39.786959,-75.545275,3.5,190,1
Uc6PdjT_MO5bRPQsUUEy5Q,Anthony's Coal Fired Pizza,27.9271341,-82.5063009,4.0,229,1
L3V21nAe-CicW2bvtNWa0g,Mixx Japanese Cuisine and Noodle Bar,39.953333,-75.156571,3.0,118,0
R77LwVI3wPAFmDLrXt3zZA,Molldeli's Delicatessen,38.519185,-90.3623446,4.5,152,0
IbndcMURguByburM72o3SA,State Street Kitchen,40.2285432,-74.9370146,4.5,124,1
qdL-EbgoA7Gq_2u4e4YvLw,Harry's Blue Bell Taproom,40.1699648,-75.2871493,4.5,131,1
GlYN-RJyL_YwxIqsSDo1ag,Mother Hubbard's Café,32.2510448,-110.9728955,3.5,250,0
DRnvSL_I8MLuTLhl6O4JBQ,Gennaro's Tomato PIE,39.9299503,-75.162894,3.5,49,0
gwNlSSV0hGgNgTqPprj4FQ,Fresh Cafe and Catering,32.2859864,-110.935407,4.0,43,0
vh6YOciEM3M4zi2FGp-b5Q,Siam STL,38.6280115,-90.251113,3.0,41,0
dpwkz52tHB2MCPv53I2aRA,Jazmine,39.4508340004,-119.7585680438,3.5,455,1
ISBBeqLeERHiKfqa7PZkuA,B's Diner,53.51766,-113.490226,3.5,16,0
Ym8E4Lgi3IfH53YuG5WxIg,Golden Corral Buffet & Grill,38.7782803,-90.5289209,2.0,34,0
0cB1kDuZCvSwpJrNdtQP8Q,Giordano's,39.7681769,-86.1596387,3.5,284,1
c7OfNRMIqAhtNOMEat3Rbg,Fellini Cafe,39.986747,-75.397289,4.0,156,1
vOgQnvKbE4nMopFTjoL8Gg,Watermark Restaurant,36.1522693592,-86.7850399017,4.0,296,0
wP9Cx-jxLflhv6c1mGIjYA,Santana's Bakery & Cafe,39.9602939,-75.0862346,5.0,7,1
Gw7UW0E2BguzL9suQnwDeg,SPOT Gourmet Burgers,39.9747101233,-75.1825701445,4.5,282,1
SbdL-8NSmTWgSwdGZBa7WQ,Fresco Pizzeria,32.2364624,-110.9276826,4.0,240,1
j5U5O3scMvPe67jzJcWFug,Zaxby's Chicken Fingers & Buffalo Wings,28.0146920537,-82.6140054742,3.0,37,1
vVvtWcFResspvcMMNRbYWA,Golden Corral Buffet & Grill,28.287119,-82.712339,3.0,50,0
c8rjE6NcfeyzLB_aU1GdMA,Sláinte Pub & Grill,39.954815805,-75.1836068183,3.5,139,0
CjkxTRergWcYWb4SVW3gxw,Smokin' Out,28.20766,-82.740475,4.5,88,0
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,39.9515586,-75.2032578,3.0,334,1
vN6v8m4DO45Z4pp8yxxF_w,Surrey's Café & Juice Bar,29.935799,-90.071906,4.5,2084,1
euu_JA0YFf63f75uaVSyng,Americano - Freestyle Tapas Bar,36.153487,-86.795904,4.5,421,0
7EhTT4iEuA7JaaWA-eI3Qw,Seasons Cafe & Bakery,27.838462,-82.682464,4.0,292,0
zSqTndm5Alq9dW1PyzbdTA,Grand Isle,29.9475671,-90.0651152,4.0,588,1
4u4njx79dMrXNhbRFHjG8A,HK NOLA,29.9450835,-90.1261013,3.5,22,0
NcO-pWiZmNM5zBg8H9zB6Q,La Tavola Ristorante Italiano,35.9811081,-86.5193323,4.0,191,1
GUMVStVaJfWmCIpQA4TtHg,Crazy Sushi,39.952045,-75.17167,4.0,550,1
GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,39.969939,-75.163026,4.5,192,1
R07rb3FN2QoRIbB6r6HDxQ,Tastee Restaurant,30.0115110652,-90.2661487145,4.5,141,1
WecgAHgzAPLOmM-6-Iga2A,Cafe Roma,29.9320758,-90.0745904,3.0,110,0
V9XlikTxq0My4gE8LULsjw,Claim Jumper Steakhouse & Bar,32.22188,-110.91307,2.5,325,0
ompDR5sUDpoI6gnTldmneQ,The Praline Connection,29.9634035,-90.0579092,3.5,770,0
8eDkw7CE0NKqMknPIu26fw,Two Chicks Cafe,29.941958,-90.0652612,4.5,888,1
_RwlMTw9uFeOkfX9Ctf1HA,Dinardo's Famous Crabs,39.9540048,-75.1454969,2.5,256,0
UhjfJpaAzgSYrTZ_dMMF1Q,Philly Diner,39.8674080649,-75.3082371545,2.5,129,1
vF32KjPs8BgltSa484P1Yg,Euro Grill,36.0904461,-86.6953542,4.0,26,0
SlGNxQI23jc9iTZNTs_I3g,The Drafting Room Tap Room & Grill,40.051827,-75.6370738,3.5,104,0
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,28.055212,-82.399374,3.0,140,0
jULIPydhMj18KOI5OHTwfA,Buena Onda,39.9609147337,-75.1708267829,4.0,552,1
wxNrsZt7towVK4LgjjEo1g,Osteria,39.944674109,-74.9624066914,3.5,99,0
HZtkTPfSshfRjpQR7x1Raw,Subway,39.5834734,-119.7392754,2.5,9,0
WQ832PDnsDshhbQFm83ISg,Villagio Cinemas,28.055282,-82.506247,3.0,285,1
SDF1usj2mnUNqbIy4JBQTQ,Lucky Perk Coffee,43.6186942,-116.4124079,4.0,24,1
BJphaOPeTtqUFF5pauQEhw,Los Caballos Locos,39.9179108,-75.1491694,4.5,31,0
DTIKGgzoKGLCNw2dNKfHZg,Lanna Culinary School and Events Center,39.524703,-119.823565,4.5,55,0
VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,38.5920571,-90.5035651,4.0,130,0
Es39sSDXiReBthHLBSD_Xw,Phillips Seafood,39.956841,-75.167597,3.0,23,0
WIv5kTb_P3jnngPkMeRRNw,Jay's Favorite Sushi Bar,39.950303,-75.166856,3.5,97,0
P50W1jWWLTFjuEUdkGZJdA,Oasis on the Boulevard,27.771566,-82.395026,1.0,8,0
6kAXOzE7fqaBZINQV_-_mg,Kien Giang,36.148333,-86.862353,3.5,326,1
qq6vsh6ZEshfv4mTdrjA0g,Magasin Kitchen,29.9483139796,-90.0752910749,4.0,141,1
t0XZeA0MP0P66QyLQn_NUw,Yellow Submarine,39.5500960255,-119.7542114663,4.0,231,0
7R_LxvRPu3qMc8xMhP0POw,Mo's a Place For Steaks,39.7654422471,-86.1573568352,4.5,42,0
bdth7r1brx9yRU7sYwF9jQ,Nippon Tei,38.596068,-90.493565,4.0,254,1
HcEOK1WiOpHvhZtp7PkRmg,Salsa,36.1539331,-86.7810165,3.5,186,0
ZhCnKe7U1TsHWnAlXl8Isw,Old Standard Fried Chicken,38.620026,-90.256022,3.0,195,0
quCIR7UcrMmpaKXYwet8pw,Convivio Italian Artisan Cuisine,39.955078,-86.163923,4.5,339,1
TghRoAMx43V-9l7mH-SENg,Crabby Bills Clearwater Beach,27.9770768,-82.8277495,3.5,408,0
5v9Voa4a5MON7mAQO3gV3A,Montesano Bros Trattoria & Catering,40.078086,-75.6907377,4.5,97,1
NV6zZPb5OGVpyX4JrSzUPg,The Block,38.63812,-90.246528,4.0,155,0
neWdmzHgbpqSx62jynDd7A,Broussard's,29.9566431,-90.0680566,3.5,63,0
fdjzXyPw1Zt2avRokULJOw,Doan's Restaurant,53.5416222,-113.5051216,3.5,47,0
SKW1zA4nY_SPKkQPmXNHoA,Toppers Pizza,39.9708157,-86.1557213,3.5,70,0
72Y65Cg8MO1t9cWCHpwEQQ,Fresco Italian Sandwich Shoppe,39.7721837,-86.1520148,4.5,41,0
1ys1jf1-4EuiHONfpHWdwg,Nighthawk Diner,29.9658844,-90.0512251,3.0,6,0
D3DMIr-I0AKzlIKdErxHGg,Nathalie's,38.6414,-90.25241,3.0,67,0
F2T2Ef5kcZuyTyUcJyh0rQ,Timeout Sports Pub & Restaurant,43.5870789,-116.278549,2.5,6,0
oThWInL6gUCt2d98fSIAfA,Chatham Tap Fishers,39.9565163876,-86.0230119251,3.5,262,1
ffvS2BlFwQra5FTPNk5N2g,Arber Cafè,38.5690797,-90.2866399,4.5,18,1
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,39.9486639126,-75.2158315415,4.5,458,1
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,34.5216257926,-119.8405629067,4.5,1018,1
iDtIMWJVIGYspg5JvJKaOw,Mad Mex - Wynnewood,40.0018451035,-75.2716344537,2.5,248,0
2er_V-oAd7IbQ5YTY56r7A,Bareburger - Midtown Village,39.9489334,-75.1595088,4.0,622,0
At6iwGTy6bDxc7PUEOTvQw,Jake's Wayback Burgers,40.170056,-75.127437,3.0,30,0
x483GUYbdSgjaX9Xi3nOUA,Mirna's,40.0964196,-75.1260276,3.5,26,0
l3pO6YTjFUgVoXgm3gfUag,Ichiban Buffet,39.9231457,-75.0430536,2.5,48,0
kGNzqiYKDns-IU80uHF4sw,QDOBA Mexican Eats,38.5027289,-90.4449844,2.5,30,1
Z5po0aTuzKKblek5y6Sp8Q,500 Degrees,39.9503631,-75.1662246,3.5,443,0
BIW1SKq5ItkA9gP6-FhSkA,Sylvia's Queen of Soul Food,27.763513,-82.662551,3.5,132,0
Vnob_w_Aohf7ZDqxcJ9z2A,Mint Modern Vietnamese Bistro & Bar,29.9349228653,-90.1095502387,4.0,403,1
2bl6G1zgXUHbMGwEocqMSg,Daves Dogs - Cart,34.4196204,-119.6767648,5.0,156,0
zwfN21b6gN2XGjNG6MYNzQ,Wolfgang Puck Express,39.7166926914,-86.2978263572,2.0,70,0
NMtUD873aWrNjljt3VOcFA,Juniper Commons,39.9440648,-75.1653273,3.5,63,0
